"No.","Time","Source","Destination","Protocol","Length","Info"
"641","0.760898","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=78506 Ack=663657 Win=262144 Len=0"
"642","0.761774","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=663657 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"643","0.761775","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=665039 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"644","0.761776","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=666421 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"645","0.761777","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=667803 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"646","0.761777","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=669185 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"647","0.761778","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=670567 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"648","0.761779","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=671949 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"649","0.761779","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=673331 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"650","0.761780","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"651","0.761781","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=675924 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"652","0.761782","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=677306 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"653","0.761782","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=678688 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"654","0.761783","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=680070 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"655","0.761783","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=681452 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"656","0.761784","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=682834 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"657","0.761785","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=684216 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"658","0.761785","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=685598 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"659","0.761786","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=686980 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"660","0.761787","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=688362 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"661","0.761787","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=689744 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 662]"
"662","0.761788","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"663","0.761788","128.135.24.73","10.150.135.113","TLSv1.2","255","Application Data"
"664","0.761789","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=692538 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"665","0.761789","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=693920 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"666","0.761790","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=695302 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"667","0.761791","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=696684 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"668","0.761791","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=698066 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"669","0.761792","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=699448 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"670","0.761793","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=700830 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"671","0.761793","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=702212 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"672","0.761794","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=703594 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"673","0.761795","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=704976 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"674","0.761795","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=706358 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 680]"
"675","0.762249","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=78506 Ack=707740 Win=218112 Len=1382 [TCP PDU reassembled in 678]"
"676","0.762250","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=79888 Ack=707740 Win=218112 Len=1382 [TCP PDU reassembled in 678]"
"677","0.762250","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=81270 Ack=707740 Win=218112 Len=1382 [TCP PDU reassembled in 678]"
"678","0.762258","10.150.135.113","128.135.24.73","TLSv1.2","71","Application Data"
"679","0.762374","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=82669 Ack=707740 Win=262144 Len=0"
"680","0.763086","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"681","0.763087","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=708951 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"682","0.763088","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=710333 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"683","0.763089","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=711715 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"684","0.763089","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=713097 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"685","0.763090","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=714479 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"686","0.763090","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=715861 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"687","0.763091","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=717243 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"688","0.763092","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=718625 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"689","0.763092","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=720007 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"690","0.763093","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=721389 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"691","0.763094","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=722771 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 692]"
"692","0.763094","128.135.24.73","10.150.135.113","TLSv1.2","1163","Application Data"
"693","0.763140","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=82669 Ack=725262 Win=262144 Len=0"
"694","0.764303","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=82669 Ack=725262 Win=262144 Len=1382 [TCP PDU reassembled in 697]"
"695","0.764304","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=84051 Ack=725262 Win=262144 Len=1382 [TCP PDU reassembled in 697]"
"696","0.764305","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=85433 Ack=725262 Win=262144 Len=1382 [TCP PDU reassembled in 697]"
"697","0.764309","10.150.135.113","128.135.24.73","TLSv1.2","65","Application Data"
"698","0.767931","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=725262 Ack=82652 Win=98304 Len=0"
"699","0.767932","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=725262 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"700","0.767932","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=726644 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"701","0.767933","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=728026 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"702","0.767934","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=729408 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"703","0.767935","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=730790 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"704","0.767935","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=732172 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"705","0.767997","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=86826 Ack=733554 Win=253888 Len=0"
"706","0.768028","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=86826 Ack=733554 Win=262144 Len=0"
"707","0.769540","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=733554 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"708","0.769541","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=734936 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"709","0.769542","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=736318 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"710","0.769543","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=737700 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"711","0.769543","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=739082 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 712]"
"712","0.769544","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"713","0.769544","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=741675 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 719]"
"714","0.769545","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=743057 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 719]"
"715","0.769546","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=744439 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 719]"
"716","0.769546","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=745821 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 719]"
"717","0.769547","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=747203 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 719]"
"718","0.769548","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=748585 Ack=82669 Win=98304 Len=1382 [TCP PDU reassembled in 719]"
"719","0.769549","128.135.24.73","10.150.135.113","TLSv1.2","884","Application Data"
"720","0.769549","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=750797 Ack=85433 Win=103808 Len=0"
"721","0.769550","128.135.24.73","10.150.135.113","TCP","66","[TCP Dup ACK 720#1] 443  >  53786 [ACK] Seq=750797 Ack=85433 Win=103808 Len=0 SLE=86815 SRE=86826"
"722","0.769550","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=750797 Ack=86826 Win=106752 Len=0"
"723","0.769551","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=750797 Ack=86826 Win=106752 Len=1382 [TCP PDU reassembled in 728]"
"724","0.769551","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=752179 Ack=86826 Win=106752 Len=1382 [TCP PDU reassembled in 728]"
"725","0.769552","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=753561 Ack=86826 Win=106752 Len=1382 [TCP PDU reassembled in 728]"
"726","0.769553","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=754943 Ack=86826 Win=106752 Len=1382 [TCP PDU reassembled in 728]"
"727","0.769554","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=756325 Ack=86826 Win=106752 Len=1382 [TCP PDU reassembled in 728]"
"728","0.769554","128.135.24.73","10.150.135.113","TLSv1.2","169","Application Data"
"729","0.769620","10.150.135.113","128.135.24.73","TCP","1436","[TCP Spurious Retransmission] 53786  >  443 [ACK] Seq=85433 Ack=750797 Win=244928 Len=1382 [TCP PDU reassembled in 697]"
"730","0.769643","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=86826 Ack=757822 Win=237952 Len=1382 [TCP PDU reassembled in 735]"
"731","0.769644","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=88208 Ack=757822 Win=237952 Len=1382 [TCP PDU reassembled in 735]"
"732","0.769682","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=89590 Ack=757822 Win=262144 Len=0"
"733","0.773689","128.135.24.73","10.150.135.113","TCP","66","[TCP Dup ACK 722#1] 443  >  53786 [ACK] Seq=757822 Ack=86826 Win=106752 Len=0 SLE=85433 SRE=86815"
"734","0.773690","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=757822 Ack=89590 Win=112256 Len=0"
"735","0.773737","10.150.135.113","128.135.24.73","TLSv1.2","1436","Application Data"
"736","0.773738","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=90972 Ack=757822 Win=262144 Len=1382 [TCP PDU reassembled in 738]"
"737","0.773739","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=92354 Ack=757822 Win=262144 Len=1382 [TCP PDU reassembled in 738]"
"738","0.773752","10.150.135.113","128.135.24.73","TLSv1.2","1378","Application Data"
"739","0.779669","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=757822 Ack=90972 Win=115200 Len=0"
"740","0.779670","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=757822 Ack=93736 Win=120704 Len=0"
"741","0.779670","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=757822 Ack=95060 Win=123648 Len=0"
"742","0.779670","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=757822 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"743","0.779671","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=759204 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"744","0.779672","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=760586 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"745","0.779673","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=761968 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"746","0.779673","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=763350 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"747","0.779674","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=764732 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"748","0.779675","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=766114 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"749","0.779676","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=767496 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"750","0.779676","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=768878 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"751","0.779677","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=770260 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"752","0.779678","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=771642 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 753]"
"753","0.779679","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"754","0.779679","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=774235 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"755","0.779680","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=775617 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"756","0.779680","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=776999 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"757","0.779681","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=778381 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"758","0.779682","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=779763 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"759","0.779682","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=781145 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"760","0.779683","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=782527 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"761","0.779684","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=783909 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"762","0.779685","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=785291 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"763","0.779685","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=786673 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"764","0.779686","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=788055 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 765]"
"765","0.779686","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"766","0.779687","128.135.24.73","10.150.135.113","TLSv1.2","255","Application Data"
"767","0.779687","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=790849 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"768","0.779688","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=792231 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"769","0.779688","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=793613 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"770","0.779689","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=794995 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"771","0.779689","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=796377 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"772","0.779690","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=797759 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"773","0.779691","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=799141 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"774","0.779746","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=95060 Ack=773024 Win=246976 Len=0"
"775","0.779941","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=800523 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"776","0.779941","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=801905 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"777","0.779942","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=803287 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
"778","0.779943","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=804669 Ack=95060 Win=123648 Len=1382 [TCP PDU reassembled in 779]"
